127.0.0.1 - - [27/Jun/2016:12:56:07 +0900] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:07 +0900] "GET /StudyProject/WEB-INF/jsp/StudyRoom/StudyMain.jsp HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:07 +0900] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:14 +0900] "GET /StudyProject/StudyRoomMain.room HTTP/1.1" 200 22030
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:14 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:14 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:14 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:14 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:24 +0900] "GET /StudyProject/StudyMain.room HTTP/1.1" 200 11577
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:24 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:24 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:25 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:25 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:27 +0900] "GET /StudyProject/join_agree.room HTTP/1.1" 200 11298
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:27 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:27 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:27 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:29 +0900] "POST /StudyProject/JoinForm.room HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:29 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:29 +0900] "GET /StudyProject/GotoJoinForm.room HTTP/1.1" 200 31887
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:29 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:29 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:29 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:39 +0900] "POST /StudyProject/JoinIdChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:49 +0900] "POST /StudyProject/JoinNicknameChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:56:58 +0900] "POST /StudyProject/JoinEmailChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:57:03 +0900] "POST /StudyProject/JoinTelChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:12:58:01 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/GotoJoinForm.room HTTP/1.1" 200 11298
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/css/owl.theme.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:28 +0900] "GET /StudyProject/images/logo2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:29 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:29 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:29 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:29 +0900] "GET /StudyProject/images/header_bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:32 +0900] "POST /StudyProject/JoinForm.room HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:32 +0900] "GET /StudyProject/GotoJoinForm.room HTTP/1.1" 200 31887
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:32 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:32 +0900] "GET /OpenStudy/js/HuskyEZCreator.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:32 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:36 +0900] "POST /StudyProject/JoinIdChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:39 +0900] "POST /StudyProject/JoinNicknameChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:46 +0900] "POST /StudyProject/JoinEmailChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:01:49 +0900] "POST /StudyProject/JoinTelChk.room HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:02:01 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:06:40 +0900] "GET /StudyProject/GotoJoinForm.room HTTP/1.1" 200 11298
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:06:40 +0900] "GET /StudyProject/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [27/Jun/2016:13:06:40 +0900] "GET /StudyProject/css/owl.carousel.css HTTP/1.1" 304 -
